bigbang,boyorgrl,childs,chldidel,class,conarmy,conbiz,conchurh,concong,concourt,condrift,conschls,divorce,earthsun,electron,evolved,finalter,god,grass,gunlaw,helpoth,hlthdays,homosex1,hotcore,id,intecon,intintl,inttech,makefrnd,mntlhlth,obey,othersex,othlang,owngun,popular,racwork,radioact,rank,realinc,realrinc,relpersn,rowngun,satfin,sexeduc,sexornt,socbar,socfrend,socommun,socrel,solarrev,sprtprsn,thnkself,trustsci,viruses,workhard,xmarsex1,year
0,0,3,0,3,1,0,0,0,0,0,0,2,0,0,0,1,6,1,0,3,1,0,0,856,0,0,0,0,5,4,0,2,1,5,3,0,3,54480,24970,2,2,1,0,3,0,0,0,0,0,1,1,0,0,2,0,2018
1,1,2,2,3,0,3,3,5,3,1,3,2,1,2,1,3,2,0,0,0,0,4,1,862,2,1,1,2,0,0,0,1,1,0,2,2,0,227,227,4,2,2,1,3,6,4,7,5,3,2,0,4,2,0,2,2018
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,2,0,2,0,0,0,864,0,0,0,0,0,4,2,1,1,5,0,0,5,45400,8512.5,0,2,1,0,3,0,0,0,0,0,1,3,0,0,1,0,2018
0,0,1,3,2,0,3,3,4,3,1,4,2,1,0,1,3,4,0,0,0,0,4,1,866,2,3,2,3,0,0,0,2,1,0,0,2,6,72640,908,3,2,2,1,3,7,3,7,1,3,2,0,3,2,0,1,2018
0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,5,1,0,4,3,0,0,867,0,0,0,0,0,5,2,1,2,3,2,0,5,908,908,3,0,3,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
0,1,2,2,2,0,3,5,5,2,1,3,2,1,2,0,2,5,0,1,0,0,4,1,870,2,2,2,3,0,0,0,1,2,0,0,1,7,20430,6242.5,3,0,3,1,3,4,2,5,1,1,2,0,4,1,0,1,2018
0,1,4,3,3,0,2,2,4,3,1,3,2,1,1,0,3,6,0,1,0,0,4,1,873,2,3,2,3,3,0,0,2,2,0,1,2,4,119879.41732,6242.5,2,0,1,1,3,6,5,5,4,3,2,0,3,2,0,1,2018
0,0,6,0,4,1,0,0,0,0,0,0,2,0,0,0,1,3,1,0,3,0,0,0,875,0,0,0,0,0,4,0,2,1,5,0,0,2,119879.41732,7377.5,2,1,1,0,3,0,0,0,0,0,2,1,0,0,2,0,2018
0,1,2,3,3,0,2,2,5,2,1,3,1,1,1,0,1,6,0,0,0,0,1,1,877,2,2,2,2,0,0,0,2,2,0,2,2,3,54480,30645,1,0,1,1,3,6,4,6,3,3,1,0,1,1,0,1,2018
1,1,0,1,3,0,3,4,4,3,1,3,2,1,1,1,3,6,0,1,0,0,4,1,880,1,2,2,2,0,0,0,2,1,0,2,2,5,45400,30645,4,2,1,1,3,5,4,2,1,1,1,0,4,2,0,2,2018
0,1,3,3,2,0,3,3,3,3,1,2,2,1,2,0,2,5,0,1,0,0,3,1,885,3,3,2,2,10,0,0,2,1,0,2,2,5,63560,30645,3,2,2,1,3,6,4,7,5,3,3,0,3,2,0,1,2018
0,0,3,0,2,2,0,0,0,0,0,0,2,0,0,0,3,6,2,0,2,30,0,0,886,0,0,0,0,30,5,0,2,1,4,3,0,6,9647.5,9647.5,2,1,3,0,3,0,0,0,0,0,1,3,0,0,1,0,2018
0,0,2,3,2,0,4,5,4,4,1,4,0,1,0,0,3,3,0,1,0,0,2,1,896,1,2,2,3,0,0,0,2,2,0,2,2,3,30645,30645,4,0,2,1,3,7,4,4,3,3,2,0,4,2,0,1,2018
0,1,0,2,3,0,1,3,4,4,1,4,0,1,1,0,1,6,0,1,0,0,4,1,897,2,2,2,2,0,0,0,2,2,0,0,2,4,14755,12485,2,0,3,1,3,3,2,7,2,3,2,0,3,1,0,1,2018
1,2,2,2,2,0,1,4,3,3,1,2,0,1,2,1,1,3,0,1,0,1,4,1,900,2,2,1,2,0,0,0,2,2,0,2,2,3,45400,45400,4,0,1,1,3,3,3,7,4,3,3,0,5,2,0,1,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,6,1,1,2,5,0,0,903,0,0,0,0,30,4,0,2,2,5,3,0,1,14755,14755,3,0,3,0,3,0,0,0,0,0,3,3,0,0,1,0,2018
2,2,3,2,2,0,2,1,3,4,1,1,0,1,2,2,3,6,0,1,0,0,1,1,905,1,1,1,4,0,0,0,2,2,0,0,1,3,6242.5,1589,4,0,2,1,3,7,5,6,3,3,1,0,2,1,0,1,2018
0,0,2,4,3,0,1,1,4,5,1,2,1,2,1,0,3,6,0,1,0,0,4,1,912,2,3,1,1,0,0,0,2,2,0,0,1,1,10782.5,10782.5,1,0,2,1,3,5,2,1,1,0,1,0,2,1,0,1,2018
2,1,1,3,2,0,3,4,4,3,2,2,2,1,2,1,1,3,0,1,0,0,4,1,916,2,2,2,2,4,0,0,2,1,0,3,2,7,30645,12485,3,2,2,1,3,5,4,7,2,3,3,0,4,1,0,1,2018
0,0,2,8,2,0,3,3,4,4,1,2,0,2,0,0,2,5,0,1,0,0,0,0,922,1,2,1,4,30,0,0,2,2,0,1,2,1,17025,14755,3,0,3,1,3,7,6,6,6,0,1,0,2,0,0,1,2018
0,1,2,2,3,0,3,4,5,3,1,3,2,1,1,0,2,3,0,1,0,0,4,1,925,1,2,1,2,0,0,0,2,1,0,1,2,4,63560,63560,2,1,2,1,3,6,4,7,2,3,1,0,5,2,0,1,2018
0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,2,6,1,0,2,0,0,0,929,0,0,0,0,0,3,0,2,3,5,2,0,5,14755,14755,2,3,1,0,3,0,0,0,0,0,1,1,0,0,4,0,2018
0,0,4,0,3,1,0,0,0,0,0,0,2,0,0,0,3,6,1,1,3,0,0,0,934,0,0,0,0,0,4,0,2,2,5,2,0,5,37455,14755,1,0,2,0,3,0,0,0,0,0,1,2,0,0,1,0,2018
0,1,2,2,3,0,1,3,4,4,1,4,2,1,1,0,1,5,0,0,0,0,3,1,937,1,1,1,2,0,0,0,2,2,0,2,2,3,54480,54480,4,0,1,1,3,4,6,2,5,3,4,0,5,2,0,2,2018
0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,3,6,1,0,1,0,0,0,938,0,0,0,0,0,4,0,2,3,5,1,0,3,72640,37455,1,3,1,0,3,0,0,0,0,0,1,3,0,0,2,0,2018
2,1,0,8,2,0,4,4,3,3,1,4,0,1,1,2,3,5,0,1,0,0,4,1,939,1,2,2,1,1,0,0,1,2,0,2,1,4,24970,908,3,0,2,1,3,7,1,4,3,1,1,0,4,2,0,1,2018
0,0,3,0,2,1,0,0,0,0,0,0,2,0,0,0,1,6,1,1,3,8,0,0,945,0,0,0,0,0,1,0,2,2,5,2,0,5,37455,24970,4,0,2,0,3,0,0,0,0,0,1,4,0,0,2,0,2018
0,0,2,0,3,1,0,0,0,0,0,0,2,0,0,0,3,4,1,1,2,0,0,0,948,0,0,0,0,0,5,0,1,2,3,3,0,7,20430,10782.5,3,0,2,0,3,0,0,0,0,0,3,4,0,0,1,0,2018
0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,5,1,1,3,4,0,0,953,0,0,0,0,12,5,0,2,2,4,2,0,3,24970,24970,4,0,2,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
0,0,4,0,3,1,0,0,0,0,0,0,1,0,0,0,2,6,1,0,3,0,0,0,959,0,0,0,0,0,4,0,2,1,5,0,0,5,5107.5,227,2,1,3,0,3,0,0,0,0,0,2,1,0,0,2,0,2018
2,1,2,3,2,0,3,2,3,2,1,2,2,1,2,2,2,6,0,0,0,0,0,1,961,2,2,2,2,2,0,0,1,2,0,2,2,7,14755,14755,2,0,3,1,3,7,4,4,3,3,2,0,3,2,0,1,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,5,1,1,2,0,0,0,962,0,0,0,0,0,4,0,2,2,5,3,0,5,14755,14755,3,0,1,0,3,0,0,0,0,0,3,3,0,0,1,0,2018
0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,1,3,0,0,0,967,0,0,0,0,0,2,0,1,2,5,2,0,3,8512.5,3405,3,0,2,0,3,0,0,0,0,0,3,4,0,0,1,0,2018
0,2,0,4,2,0,3,2,4,3,1,2,0,1,2,0,1,6,0,1,0,0,4,1,968,2,3,1,1,4,0,0,2,2,0,3,2,6,24970,24970,2,0,2,1,3,4,2,2,2,3,4,0,2,1,0,1,2018
0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,969,0,0,0,0,0,4,0,2,1,5,3,0,6,45400,45400,2,1,2,0,3,0,0,0,0,0,2,2,0,0,3,0,2018
0,0,4,0,2,1,0,0,0,0,0,0,2,0,0,0,1,6,1,1,1,0,0,0,971,0,0,0,0,2,4,0,2,1,5,2,0,8,30645,30645,1,1,2,0,3,0,0,0,0,0,1,2,0,0,3,0,2018
0,2,2,2,3,0,3,2,3,4,2,3,0,1,2,0,1,6,0,1,0,0,1,1,975,1,1,1,2,0,0,0,2,2,0,3,1,4,20430,20430,2,0,3,1,3,5,4,7,4,1,3,0,3,1,0,1,2018
0,0,5,0,2,1,0,0,0,0,0,0,2,0,0,0,1,5,2,0,3,0,0,0,977,0,0,0,0,0,4,0,1,1,5,3,0,4,54480,54480,2,1,1,0,3,0,0,0,0,0,2,1,0,0,2,0,2018
0,0,2,0,3,1,0,0,0,0,0,0,2,0,0,0,3,2,1,0,2,0,0,0,980,0,0,0,0,5,3,0,2,1,5,2,0,5,54480,37455,4,1,2,0,3,0,0,0,0,0,4,1,0,0,4,0,2018
1,1,2,2,3,0,3,3,3,2,1,3,2,1,1,2,1,5,0,1,0,1,3,1,982,3,3,2,3,2,0,0,2,2,0,2,2,7,54480,20430,3,0,1,1,3,2,2,7,3,3,2,0,4,2,0,1,2018
0,2,0,2,3,0,3,4,3,2,1,2,0,1,1,0,3,6,0,0,0,0,4,1,986,2,3,2,2,0,0,0,2,2,0,3,2,3,45400,45400,2,0,1,1,3,2,3,2,5,3,1,0,5,2,0,1,2018
1,2,0,3,3,0,2,3,3,3,1,2,0,1,1,1,3,1,0,1,0,20,4,1,987,1,1,1,2,20,0,0,2,2,0,2,2,5,45400,2497,4,0,1,1,3,4,4,7,5,3,4,0,5,2,0,2,2018
0,0,4,0,3,1,0,0,0,0,0,0,1,0,0,0,3,6,1,1,2,25,0,0,989,0,0,0,0,20,4,0,2,2,5,0,0,6,54480,227,4,0,1,0,3,0,0,0,0,0,2,3,0,0,1,0,2018
0,1,0,2,2,0,3,4,4,3,1,2,0,1,1,0,3,1,0,1,0,0,4,1,993,1,1,1,3,0,0,0,2,2,0,0,2,7,24970,3405,4,0,3,1,3,6,5,7,3,3,4,0,5,2,0,2,2018
0,0,0,2,2,0,3,3,3,3,2,3,0,2,0,0,1,6,0,1,0,0,4,1,995,2,3,2,2,4,0,0,2,2,0,0,0,5,20430,20430,3,0,3,1,3,5,7,5,3,0,4,0,4,1,0,1,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0,4,0,0,0,996,0,0,0,0,1,2,0,1,2,5,2,0,1,7377.5,7377.5,3,0,3,0,3,0,0,0,0,0,2,1,0,0,3,0,2018
0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,4,0,0,999,0,0,0,0,30,5,2,1,2,4,3,0,8,8512.5,6242.5,4,0,3,0,2,0,0,0,0,0,1,2,0,0,3,0,2018
0,1,0,3,2,0,3,3,3,3,0,2,0,1,0,1,1,3,0,0,0,0,4,0,1000,2,3,2,2,3,0,0,2,2,0,2,1,5,17025,17025,3,0,2,1,3,4,3,7,2,3,2,0,5,2,0,2,2018
0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,1,6,2,1,1,0,0,0,1004,0,0,0,0,30,3,0,1,2,5,4,0,6,10782.5,5107.5,1,0,2,0,3,0,0,0,0,0,1,4,0,0,2,0,2018
0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,1,1,2,0,0,0,1007,0,0,0,0,0,4,0,2,2,5,2,0,5,24970,20430,4,0,2,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
0,0,2,0,3,2,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,0,1008,0,0,0,0,3,4,0,2,2,5,2,0,4,72640,37455,4,0,2,0,3,0,0,0,0,0,2,2,0,0,3,0,2018
1,2,2,2,2,0,3,3,4,3,1,2,2,1,1,1,1,5,0,1,0,0,4,1,1011,3,3,2,1,29,0,0,1,2,0,3,0,8,12485,8512.5,4,0,1,1,3,7,4,7,6,3,1,0,4,2,0,2,2018
0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,6,1,1,4,0,0,0,1012,0,0,0,0,0,3,2,2,2,5,2,0,6,12485,12485,4,0,1,0,3,0,0,0,0,0,4,1,0,0,2,0,2018
0,1,2,4,3,0,3,3,2,3,2,3,2,2,2,0,2,6,0,1,0,0,1,2,1014,2,2,2,2,15,0,0,2,2,0,4,2,2,54480,37455,1,0,2,1,3,3,4,6,2,0,1,0,2,2,0,1,2018
0,0,2,0,3,1,0,0,0,0,0,0,2,0,0,0,3,6,1,1,1,0,0,0,1016,0,0,0,0,0,4,0,1,2,5,1,0,5,30645,20430,2,0,2,0,3,0,0,0,0,0,2,2,0,0,3,0,2018
0,0,0,3,3,0,2,1,3,4,1,4,0,1,1,1,1,6,0,0,0,0,4,1,1017,1,3,1,3,0,0,0,2,1,0,0,2,2,119879.41732,1589,2,2,1,1,3,7,2,2,1,3,4,0,3,1,0,1,2018
0,1,2,4,2,0,3,3,1,3,1,3,2,1,2,0,1,6,0,1,0,0,4,1,1019,2,2,1,2,0,0,0,1,2,0,3,1,6,14755,14755,2,0,1,1,3,7,7,6,6,3,2,0,3,0,0,4,2018
0,1,4,8,3,0,3,3,3,2,1,4,2,1,1,0,1,6,0,0,0,0,1,1,1025,1,1,1,3,0,0,0,2,1,0,2,2,5,119879.41732,151050.72136,2,1,1,1,3,7,4,4,3,3,1,0,2,2,0,1,2018
0,1,2,2,2,0,1,1,4,3,1,3,2,1,0,0,1,5,0,1,0,0,2,1,1027,1,2,2,2,30,0,0,1,1,0,1,2,4,119879.41732,63560,1,1,1,1,3,7,3,6,2,3,1,0,1,1,0,1,2018
2,0,0,2,3,0,3,3,3,3,1,3,0,1,0,1,3,1,0,0,0,0,4,2,1029,1,2,1,3,0,0,0,2,3,0,2,2,4,20430,20430,4,3,2,1,3,5,4,7,1,3,4,0,3,0,0,1,2018
0,2,1,2,3,0,2,2,4,2,1,2,0,1,2,0,1,2,0,0,0,0,4,1,1031,2,3,1,4,0,0,0,1,1,0,2,2,4,119879.41732,45400,4,1,1,1,3,5,4,4,3,3,4,0,5,2,0,1,2018
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,2,1,3,0,0,0,1033,0,0,0,0,0,4,0,2,2,5,3,0,5,30645,24970,1,0,2,0,3,0,0,0,0,0,1,1,0,0,2,0,2018
0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,2,7,0,0,1034,0,0,0,0,15,4,2,2,1,5,3,0,7,17025,17025,4,1,3,0,2,0,0,0,0,0,2,1,0,0,3,0,2018
2,2,0,2,2,0,3,2,4,4,2,3,0,1,0,2,1,6,0,1,0,0,1,1,1035,3,3,1,2,0,0,0,2,2,0,2,2,6,5107.5,908,2,0,2,1,3,7,3,7,6,3,1,0,2,1,0,1,2018
1,1,2,2,3,0,3,3,4,3,1,2,2,1,1,1,1,4,0,1,0,2,4,1,1040,1,2,1,2,2,0,0,2,1,0,3,2,4,54480,37455,3,2,1,1,3,4,5,3,2,3,2,0,3,2,0,1,2018
0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,2,3,1,1,2,0,0,0,1041,0,0,0,0,0,5,0,2,1,3,3,0,3,119879.41732,151050.72136,3,1,2,0,3,0,0,0,0,0,3,1,0,0,4,0,2018
0,1,2,2,2,0,2,3,4,2,1,2,2,1,1,0,1,6,0,1,0,0,2,1,1043,1,1,1,1,0,0,0,1,2,0,3,2,5,45400,30645,1,0,2,1,3,5,5,3,4,3,1,0,1,2,0,1,2018
2,1,3,3,2,0,3,2,4,4,1,4,0,1,2,1,1,6,0,0,0,4,4,1,1045,2,2,2,1,14,0,0,2,2,0,4,2,2,20430,12485,3,0,3,1,3,6,3,2,2,3,2,0,2,1,0,1,2018
0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,1048,0,0,0,0,0,3,0,1,2,4,0,0,5,12485,227,3,0,2,0,3,0,0,0,0,0,3,5,0,0,1,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,2,1,4,0,0,0,1057,0,0,0,0,0,5,0,2,2,3,2,0,7,14755,6242.5,1,0,1,0,3,0,0,0,0,0,1,1,0,0,2,0,2018
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,6,1,1,1,5,0,0,1062,0,0,0,0,10,2,0,2,1,5,4,0,5,2951,227,1,1,3,0,3,0,0,0,0,0,1,3,0,0,4,0,2018
0,1,7,2,2,0,3,3,3,3,1,2,1,1,1,0,1,5,0,1,0,0,1,1,1065,3,2,3,4,0,0,0,1,2,0,3,2,6,9647.5,9647.5,2,0,2,1,3,6,6,6,4,1,2,0,3,1,0,3,2018
0,0,6,0,3,1,0,0,0,0,0,0,0,0,0,0,3,6,1,1,1,0,0,0,1066,0,0,0,0,0,4,0,2,2,5,0,0,5,30645,30645,1,0,3,0,3,0,0,0,0,0,1,3,0,0,2,0,2018
0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,1068,0,0,0,0,0,4,2,2,1,5,1,0,4,30645,30645,4,1,1,0,3,0,0,0,0,0,2,1,0,0,2,0,2018
0,1,3,3,3,0,3,3,4,3,2,3,2,0,2,0,2,6,0,0,0,0,1,1,1069,2,1,2,2,0,0,0,2,1,0,3,2,5,24970,24970,2,1,2,1,3,5,3,5,3,0,1,0,2,2,0,1,2018
0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0,2,0,0,0,1070,0,0,0,0,0,3,2,1,2,5,3,0,10,14755,5107.5,3,0,3,0,3,0,0,0,0,0,1,1,0,0,4,0,2018
0,1,1,2,1,0,3,3,5,5,1,4,1,2,1,0,1,6,0,1,0,0,1,2,1074,1,2,2,1,0,0,0,2,2,0,5,2,5,8512.5,227,2,0,2,1,3,3,4,1,3,0,2,0,1,2,0,1,2018
0,0,4,0,2,1,0,0,0,0,0,0,1,0,0,0,1,5,1,1,3,0,0,0,1075,0,0,0,0,0,4,0,2,2,5,4,0,5,37455,12485,4,0,2,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
0,1,2,2,3,0,3,3,4,3,1,3,1,2,2,0,1,5,0,1,0,0,4,1,1078,2,2,1,3,0,0,0,2,1,0,2,2,5,63560,24970,3,2,2,1,3,5,2,7,4,0,3,0,4,2,0,2,2018
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,2,1,2,0,0,0,1081,0,0,0,0,0,3,0,1,1,5,2,0,4,54480,14755,2,1,2,0,3,0,0,0,0,0,2,4,0,0,1,0,2018
0,2,0,2,2,0,5,5,5,5,1,5,0,1,2,0,1,3,0,0,0,10,4,1,1082,1,1,2,1,7,0,0,2,2,0,3,2,7,14755,14755,4,0,3,1,3,7,4,4,6,3,1,0,4,2,0,2,2018
0,0,4,0,3,2,0,0,0,0,0,0,2,0,0,0,3,5,1,1,3,0,0,0,1084,0,0,0,0,0,1,0,2,2,5,3,0,3,12485,12485,3,0,1,0,3,0,0,0,0,0,4,2,0,0,4,0,2018
0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,2,1,2,0,0,0,1085,0,0,0,0,0,5,0,1,2,4,3,0,1,17025,6242.5,2,0,3,0,3,0,0,0,0,0,2,1,0,0,3,0,2018
1,1,2,2,3,0,3,2,4,3,2,3,2,1,1,2,3,6,0,1,0,0,1,1,1091,2,2,2,3,0,0,0,2,2,0,1,2,5,54480,45400,4,0,2,1,3,7,5,7,3,3,1,0,2,2,0,1,2018
0,0,2,0,3,1,0,0,0,0,0,0,2,0,0,0,1,5,2,1,3,0,0,0,1092,0,0,0,0,0,2,0,1,2,5,3,0,5,63560,45400,2,0,1,0,3,0,0,0,0,0,2,4,0,0,1,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,6,1,1,2,0,0,0,1095,0,0,0,0,0,4,0,2,2,5,1,0,5,119879.41732,37455,3,0,2,0,3,0,0,0,0,0,3,3,0,0,1,0,2018
0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,1096,0,0,0,0,2,5,0,2,1,4,1,0,5,30645,24970,4,1,2,0,3,0,0,0,0,0,2,1,0,0,3,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,6,1,1,2,0,0,0,1097,0,0,0,0,10,3,2,2,2,5,2,0,5,63560,20430,2,0,2,0,1,0,0,0,0,0,2,4,0,0,1,0,2018
1,1,0,2,2,0,4,4,3,3,1,3,0,1,1,1,1,1,0,1,0,3,4,1,1098,2,1,1,2,5,0,0,1,2,0,2,2,3,14755,14755,4,0,2,1,3,1,5,3,5,3,4,0,5,2,0,2,2018
0,2,0,3,3,0,3,4,3,4,0,3,0,1,2,0,1,5,0,1,0,0,4,0,1099,1,2,2,3,0,0,0,2,1,0,3,0,3,20430,20430,2,1,2,1,3,5,3,4,3,3,1,0,4,2,0,2,2018
0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,0,0,0,1100,0,0,0,0,0,3,2,2,2,5,0,0,8,12485,12485,3,0,3,0,2,0,0,0,0,0,1,1,0,0,4,0,2018
0,1,0,3,1,0,4,3,0,4,1,3,0,1,0,0,1,3,0,1,0,0,1,1,1101,3,3,1,2,0,0,0,2,2,0,0,2,7,14755,2497,4,0,3,1,3,6,5,6,4,3,4,0,3,1,0,1,2018
0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,3,1,1,3,7,0,0,1102,0,0,0,0,14,5,0,2,2,4,2,0,5,9647.5,908,4,0,2,0,2,0,0,0,0,0,4,1,0,0,2,0,2018
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,7,0,0,1105,0,0,0,0,0,3,0,2,2,5,2,0,7,20430,20430,4,0,3,0,3,0,0,0,0,0,4,4,0,0,2,0,2018
0,1,1,3,2,0,3,4,4,3,0,4,1,2,1,1,1,6,0,1,0,0,1,1,1107,2,2,2,2,2,0,0,2,1,0,2,2,3,63560,37455,3,1,1,1,3,4,5,7,4,0,3,0,2,1,0,1,2018
0,0,3,0,2,2,0,0,0,0,0,0,1,0,0,0,3,6,1,1,1,2,0,0,1108,0,0,0,0,0,4,0,2,1,5,1,0,8,30645,9647.5,3,1,2,0,3,0,0,0,0,0,3,2,0,0,3,0,2018
0,1,5,8,2,0,3,5,3,3,1,3,1,1,0,0,1,1,0,1,0,1,4,1,1111,1,1,1,1,3,0,0,2,1,0,3,2,5,45400,17025,1,2,2,1,3,7,5,7,3,1,4,0,5,2,0,1,2018
0,2,0,1,2,0,3,5,5,4,1,4,1,1,1,0,2,3,0,0,0,0,4,1,1115,3,3,2,2,0,0,0,1,2,0,1,0,1,12485,227,4,0,1,1,3,5,3,3,4,3,1,0,5,2,0,2,2018
2,1,1,3,2,0,4,3,4,4,1,4,0,1,2,1,3,6,0,1,0,3,3,1,1117,2,2,3,2,15,0,0,1,1,0,2,2,5,12485,10782.5,2,2,3,1,3,4,5,5,2,3,1,0,3,2,0,3,2018
0,1,1,4,1,0,3,3,3,3,0,3,0,2,0,0,3,3,0,1,0,0,3,1,1119,2,3,2,4,0,0,0,2,2,0,3,0,5,12485,12485,4,0,3,1,3,4,4,7,2,0,2,0,3,2,0,3,2018
1,2,1,8,3,0,4,2,5,5,1,4,0,1,1,2,1,6,0,1,0,0,4,1,1122,1,3,1,3,0,0,0,1,2,0,3,2,5,14755,2951,1,0,3,1,3,6,6,7,1,3,1,0,4,1,0,1,2018
0,1,0,1,2,0,3,4,4,3,1,3,0,1,1,0,2,1,0,1,0,0,4,1,1123,2,2,1,1,15,0,0,1,2,0,2,2,6,14755,14755,4,0,3,1,3,2,2,6,4,3,2,0,5,1,0,3,2018
1,2,0,2,3,0,2,4,3,3,1,2,0,1,1,1,1,3,0,0,0,0,4,1,1125,2,1,2,1,3,0,0,1,2,0,2,2,4,8512.5,2043,4,0,1,1,3,7,2,5,6,3,4,0,3,1,0,2,2018
0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,6,2,1,1,0,0,0,1126,0,0,0,0,0,4,0,2,2,5,2,0,2,24970,20430,1,0,1,0,3,0,0,0,0,0,1,2,0,0,3,0,2018
0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,0,0,0,1128,0,0,0,0,0,5,2,1,2,4,0,0,5,30645,1589,4,0,2,0,3,0,0,0,0,0,3,3,0,0,2,0,2018
1,1,0,4,3,0,2,3,2,2,1,2,0,1,1,1,1,5,0,0,0,0,4,1,1130,3,2,3,2,0,0,0,2,1,0,0,2,5,37455,30645,3,1,2,1,3,7,2,2,3,3,4,0,3,1,0,1,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,5,1,1,3,0,0,0,1133,0,0,0,0,0,5,0,1,2,4,0,0,4,6242.5,908,3,0,1,0,3,0,0,0,0,0,3,2,0,0,1,0,2018
0,0,8,0,3,1,0,0,0,0,0,0,2,0,0,0,2,6,2,1,2,0,0,0,1135,0,0,0,0,0,4,0,2,2,5,1,0,4,37455,20430,1,0,2,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
0,0,4,0,2,1,0,0,0,0,0,0,1,0,0,0,1,6,2,1,1,0,0,0,1137,0,0,0,0,0,3,2,1,1,5,2,0,5,54480,24970,2,2,1,0,3,0,0,0,0,0,2,4,0,0,2,0,2018
1,1,3,8,3,0,1,3,4,2,1,4,0,1,1,1,2,3,0,1,0,0,4,1,1140,2,1,2,2,0,0,0,1,2,0,0,2,2,119879.41732,151050.72136,2,0,3,1,3,7,3,3,5,3,1,0,3,2,0,2,2018
0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,6,1,1,3,0,0,0,1146,0,0,0,0,0,5,2,2,2,4,0,0,4,12485,9647.5,2,0,1,0,3,0,0,0,0,0,2,1,0,0,2,0,2018
2,0,0,4,2,0,3,2,3,3,0,3,2,2,0,2,1,6,0,1,0,0,1,0,1151,1,2,2,2,0,0,0,1,2,0,0,0,7,45400,37455,1,0,1,2,3,7,5,7,1,0,1,0,1,1,0,1,2018
0,2,8,8,1,0,3,2,4,4,2,2,2,2,1,0,3,5,0,1,0,0,1,1,1154,2,1,1,4,0,0,0,2,2,0,3,2,6,10782.5,10782.5,1,0,2,1,3,7,2,7,1,0,1,0,2,1,0,2,2018
1,1,3,2,3,0,3,3,5,1,1,4,0,1,1,2,1,6,0,1,0,0,4,1,1156,1,1,2,3,30,0,0,1,1,0,3,2,1,45400,24970,3,1,3,1,3,3,2,5,4,0,1,0,3,1,0,3,2018
0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,2,0,0,1157,0,0,0,0,5,4,2,1,2,5,1,0,5,45400,8512.5,4,0,2,0,3,0,0,0,0,0,2,1,0,0,2,0,2018
2,1,3,8,4,0,2,2,4,3,1,3,2,1,1,2,3,5,0,0,0,0,0,1,1164,1,2,1,3,0,0,0,2,1,0,2,2,2,119879.41732,151050.72136,3,1,1,1,3,2,3,1,1,1,3,0,3,2,0,1,2018
